Depth(ft),Block Position(ft),ROP Avg(fph),Total Flow(gpm),Pres Xducer 1(psig),AGRC(api),Hookload Avg(klb),DCWA(klb),DCWX(klb),WOB Avg(klb),Torque Abs Avg(f-kp),DCTA(f-p),DCTX(f-p),DCBA(f-p),DCD(deg),RPM Surface Avg(rpm),Ann Press - EMW(ppg),Temp Annulus(degF),Dens Mud In Avg(ppg),GP_Min_RPM(rpm),GP_Mean_RPM(rpm),GP_Max_RPM(rpm),GP_Tor_Eff(NONE),RPM(rpm),RPM Max(rpm),RPM Min(rpm),StickSlip Ind(NONE),AVGX-M5(g),AVGY-M5(g),AVGZ-M5(g),PEAKX-M5(g),PEAKY-M5(g),PEAKZ-M5(g),DDS Avg X(g),DDS Avg Y(g),DDS Avg Z(g),DDS Peak X(g),DDS Peak Y(g),DDS Peak Z(g),DDS Avg X(g),DDS Avg Y(g),DDS Avg Z(g),DDS Peak X(g),DDS Peak Y(g),DDS Peak Z(g)
    17750.5000,11.2990,150.4622,1088.3027,5944.0454,72.1027,742.1530,7.8560,11.4840,23.8605,26.7878,4438.0000,5690.0000,4318.0000,102.8560,179.3443,13.3991,150.8000,12.8000,170.1371,178.5850,186.4317,95.2941,178.8800,191.0000,168.5000,13,0.2300,0.1400,0.0400,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17751.0000,10.7633,156.3441,1085.8406,5929.3511,64.1541,739.9312,7.6260,10.5380,26.0849,27.1612,4566.0000,5914.0000,4927.0000,308.5680,179.1803,13.4030,150.9800,12.8000,173.3504,181.3949,188.8669,95.5882,180.1600,187.5000,171.0000,9,0.4200,0.1600,0.0400,0.8000,0.6000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17751.5000,10.2388,175.2455,1086.5792,5944.5518,65.0555,741.5484,7.6300,10.8680,24.4531,25.9094,4258.0000,5914.0000,5088.0000,359.9960,179.3443,13.3842,150.9800,12.8000,173.3504,181.3949,188.8669,95.5882,180.1600,187.5000,171.0000,9,0.1300,0.1400,0.0400,0.4000,0.6000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17752.0000,9.8829,163.7244,1087.8103,5946.0718,65.0555,737.8165,8.7420,11.5680,28.2098,28.6945,5186.0000,6308.0000,4437.0000,179.9980,179.2705,13.3795,150.9800,12.8000,173.3504,181.3949,188.8669,95.5882,178.8800,189.5000,157.5000,18,0.1700,0.1400,0.0400,0.4000,0.6000,0.2000,0.2000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17752.5000,9.2288,188.3315,1089.7802,5946.5786,71.3234,737.8231,8.2060,10.7740,28.1712,27.8631,4986.0000,6364.0000,4427.0000,25.7140,179.3443,13.3769,150.9800,12.8000,178.0710,187.4948,196.2478,95.0000,177.9200,181.5000,165.5000,9,0.2400,0.1500,0.0400,0.4000,0.6000,0.2000,0.2000,0.2000,0.2000,2.0000,2.0000,1.0000,1.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17753.0000,8.7306,67.5929,1084.8556,5939.9917,61.5584,747.2759,4.5820,6.9860,18.7732,23.2830,2990.0000,4198.0000,4186.0000,359.9960,179.1803,13.3755,150.9800,12.8000,52.9254,75.4579,96.3867,70.2941,182.0800,194.5000,166.5000,15,0.2700,0.1700,0.0400,1.2000,0.6000,0.2000,3.6000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17753.5000,8.2285,35.4823,1087.0717,5969.3799,82.2032,751.9436,6.5700,9.1960,14.0703,21.1392,3246.0000,4144.0000,4141.0000,102.8560,179.2541,13.3892,150.9800,12.8000,86.1617,169.2053,246.3385,51.1765,178.5600,189.5000,167.5000,12,0.1500,0.1500,0.0400,0.4000,0.6000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17754.0000,7.7487,38.6921,1086.3330,5943.5386,67.0716,751.0765,6.7660,9.8980,14.9265,21.6719,3460.0000,4728.0000,4416.0000,359.9960,179.3443,13.3921,151.1600,12.8000,86.1617,169.2053,246.3385,51.1765,178.5600,189.5000,167.5000,12,0.3000,0.2100,0.0400,0.8000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17754.5000,7.2724,0.0000,1086.0868,5932.3906,71.3479,747.7177,6.8940,9.4400,18.2867,23.9597,3596.0000,4724.0000,4292.0000,25.7140,179.2459,13.3960,151.1600,12.8000,86.1617,169.2053,246.3385,51.1765,178.5600,189.5000,167.5000,12,0.2000,0.1500,0.0300,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17755.0000,6.7406,0.0000,1084.8556,5937.4585,73.4862,746.1171,7.6880,10.4480,19.9007,24.6019,3958.0000,5118.0000,3845.0000,51.4280,179.1803,13.3935,151.3400,12.8000,70.0158,180.4550,283.0340,39.1176,179.5200,185.0000,170.0000,8,0.1700,0.1800,0.0400,0.8000,1.0000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17755.5000,6.3370,90.5815,1089.2877,5951.6455,79.6076,745.1338,8.4060,12.0640,20.8833,24.3520,4286.0000,5304.0000,3882.0000,51.4280,179.3279,13.3975,151.3400,12.8000,70.0158,180.4550,283.0340,39.1176,177.2800,182.5000,169.0000,8,0.1800,0.2100,0.0400,0.8000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17756.0000,5.7244,84.6936,1087.5641,5938.4722,69.9604,748.1479,7.3600,10.2700,17.9086,24.2674,4108.0000,5304.0000,4074.0000,359.9960,179.3443,13.4057,151.3400,12.8000,70.0158,180.4550,283.0340,39.1176,180.4800,189.5000,171.0000,10,0.2600,0.2200,0.0400,0.8000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17756.5000,5.2276,88.3904,1087.0717,5943.0317,78.4154,749.9475,6.3980,8.6680,16.0727,23.0664,3848.0000,5062.0000,4667.0000,0.0000,179.3197,13.4010,151.3400,12.8000,121.0613,189.3647,252.8069,64.1176,180.4800,189.5000,171.0000,10,0.2100,0.1700,0.0400,0.8000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17757.0000,4.7981,116.2047,1088.3027,5937.4585,64.3740,746.1708,6.2740,9.5080,19.7938,24.7047,3590.0000,4878.0000,3993.0000,154.2840,179.1803,13.4082,151.5200,12.8000,121.0613,189.3647,252.8069,64.1176,180.1600,187.5000,170.0000,10,0.3000,0.2100,0.0400,0.8000,1.0000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17757.5000,4.2344,106.2046,1088.5490,5934.9253,71.3234,735.5702,6.4820,9.3320,30.4521,23.8816,3750.0000,4828.0000,3893.0000,77.1420,179.3443,13.4133,151.5200,12.8000,121.0613,189.3647,252.8069,64.1176,179.5200,189.5000,166.5000,13,0.1800,0.1800,0.0300,0.8000,0.6000,0.6000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17758.0000,3.7287,105.1271,1088.3027,5936.9517,74.0699,753.9078,7.1240,10.3020,12.1833,25.3497,3946.0000,5088.0000,3593.0000,359.9960,179.2235,13.3955,151.5200,12.8000,55.7408,59.0583,62.1398,94.4118,179.5200,189.5000,166.5000,13,0.3000,0.2100,0.0400,1.2000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17758.5000,3.2289,121.9875,1088.0565,5965.3262,74.0413,751.7557,-0.6060,2.3240,14.3337,24.6538,724.0000,1158.0000,3596.0000,77.1420,179.2321,13.3984,151.5200,12.8000,49.8813,179.9950,300.8483,28.0882,178.8800,194.5000,160.0000,19,2.6100,0.4100,0.0500,3.6000,2.2000,0.2000,2.0000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17759.0000,2.7284,50.1350,1087.5641,5863.9878,66.6343,756.6763,2.4940,12.9820,9.3227,16.4128,2086.0000,5906.0000,3949.0000,77.1420,179.6721,13.4121,151.7000,12.8000,49.8813,179.9950,300.8483,28.0882,184.9600,303.0000,59.0000,132,2.3200,0.5300,0.0600,4.4000,1.6000,0.2000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,2.2000,0.8000,0.2000,4.0000,3.0000,1.0000
    17759.5000,2.2298,36.8844,1084.6094,6041.8374,64.4473,788.7885,4.1260,12.1540,-22.5844,14.0744,2556.0000,5322.0000,3929.0000,102.8560,78.0328,13.4042,151.7000,12.8000,49.8813,179.9950,300.8483,28.0882,174.4000,294.0000,72.5000,127,1.8200,0.4400,0.0500,3.2000,1.2000,0.2000,4.6000,0.8000,0.2000,2.0000,4.0000,1.0000,2.2000,0.8000,0.2000,4.0000,4.0000,1.0000
    17760.0000,1.7269,75.9191,1085.5944,5956.7124,63.6477,753.6886,7.4500,10.7340,12.0790,19.9345,3734.0000,5106.0000,4183.0000,77.1420,179.2494,13.4016,151.7000,12.8000,161.7817,180.4550,197.7992,89.7059,174.4000,294.0000,72.5000,127,1.1800,0.2400,0.0300,2.2000,1.0000,0.2000,3.6000,0.8000,0.2000,3.0000,3.0000,1.0000,1.8000,0.8000,0.2000,5.0000,3.0000,1.0000
    17760.5000,1.2313,115.9902,1087.8103,5927.8306,79.5831,744.9163,-0.6860,2.4340,21.0700,27.9166,602.0000,2550.0000,3692.0000,102.8560,179.0328,13.3959,151.8800,12.8000,161.7817,180.4550,197.7992,89.7059,180.1600,275.0000,95.0000,100,0.9800,0.0600,0.0200,1.2000,0.2000,0.2000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000,1.2000,0.4000,0.2000,3.0000,3.0000,1.0000
    17761.0000,0.7284,119.7118,1087.0717,5951.6455,85.6312,745.1628,9.4380,13.6560,20.7701,22.6063,4638.0000,6198.0000,3325.0000,77.1420,179.2131,13.3976,151.8800,12.8000,161.7817,180.4550,197.7992,89.7059,180.1600,275.0000,95.0000,100,1.2000,0.2900,0.0400,1.6000,1.2000,0.2000,2.6000,0.4000,0.2000,3.0000,3.0000,1.0000,1.4000,0.8000,0.2000,3.0000,3.0000,1.0000
    17761.5000,0.2262,49.0916,1088.0565,6033.2231,63.9409,769.6129,12.5420,16.2640,-3.4744,12.3489,6124.0000,7184.0000,3485.0000,179.9980,78.0328,13.3995,151.8800,12.8000,161.7817,180.4550,197.7992,89.7059,177.2800,250.0000,110.0000,79,0.9900,0.4400,0.0400,2.0000,1.2000,0.2000,2.2000,0.4000,0.2000,2.0000,3.0000,1.0000,1.0000,0.8000,0.2000,3.0000,4.0000,1.0000
    17762.0000,-0.2721,130.3690,1087.0717,5915.1641,68.6015,744.0609,-1.4380,1.6560,21.9082,22.3701,698.0000,1148.0000,4679.0000,205.7120,179.3607,13.4034,151.8800,12.8000,167.5829,178.1150,187.8975,94.1176,177.2800,250.0000,110.0000,79,0.4300,0.2700,0.0400,1.2000,1.2000,0.2000,2.2000,0.4000,0.2000,3.0000,3.0000,1.0000,1.2000,0.8000,0.2000,4.0000,3.0000,1.0000
    17762.5000,-0.7726,133.8385,1086.8253,5943.0317,74.0944,742.4330,11.4820,14.5200,23.5746,29.0936,5474.0000,6984.0000,4331.0000,359.9960,179.1803,13.4030,151.8800,12.8000,167.5829,178.1150,187.8975,94.1176,181.7600,234.0000,117.0000,64,0.5800,0.2600,0.0400,1.6000,0.8000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,1.2000,0.4000,0.2000,3.0000,2.0000,1.0000
    17763.0000,128.5540,0.0000,1084.3632,5941.5117,65.2265,772.2173,6.0120,9.8280,-6.2005,7.8195,3176.0000,4570.0000,4459.0000,179.9980,51.8033,13.3961,151.8800,12.8000,167.5829,178.1150,187.8975,94.1176,171.2000,223.5000,112.0000,65,0.7100,0.3100,0.0400,2.0000,1.2000,0.2000,1.2000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17763.5000,127.9571,94.1000,1084.3632,5941.5117,80.3624,768.6768,6.0120,9.8280,3.3224,17.7536,3176.0000,4570.0000,5466.0000,102.8560,180.0000,13.4022,152.0600,12.8000,167.5829,178.1150,187.8975,94.1176,51.8400,87.0000,37.0000,96,0.2700,0.0600,0.0300,0.4000,0.2000,0.2000,1.2000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17764.0000,127.4978,72.4874,1086.8253,6125.9482,53.5187,765.2083,6.1280,9.1780,6.7826,21.1090,2730.0000,4380.0000,5132.0000,154.2840,180.0000,13.3986,152.0600,12.8000,169.0229,182.8049,195.6060,92.5000,51.8400,87.0000,37.0000,96,1.6200,0.2900,0.0400,2.8000,1.0000,0.2000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17764.5000,126.9161,187.5587,1084.8556,6139.6289,56.6982,772.0323,3.1520,7.8820,-0.0329,13.9455,1304.0000,2632.0000,5230.0000,102.8560,114.5492,13.3961,152.0600,12.8000,169.0229,182.8049,195.6060,92.5000,180.1600,189.5000,165.5000,13,1.4100,0.1900,0.0500,2.2000,1.0000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17765.0000,126.4567,108.7300,1087.5641,5989.6479,58.1793,769.3831,7.5980,9.8460,2.6240,18.0213,3346.0000,4166.0000,5430.0000,128.5700,180.1639,13.3946,152.2400,12.8000,169.0229,182.8049,195.6060,92.5000,127.3600,171.0000,72.0000,78,0.9600,0.2200,0.0300,2.0000,0.6000,0.2000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17765.5000,125.9423,47.6556,1088.3027,6008.3945,58.1793,762.2250,8.0500,10.1040,9.7691,21.1724,3830.0000,5156.0000,5102.0000,154.2840,180.1639,13.4018,152.2400,12.8000,169.0229,182.8049,195.6060,92.5000,178.5600,187.5000,167.5000,11,0.9500,0.2200,0.0300,2.0000,1.0000,0.2000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17766.0000,120.7344,0.0000,1087.3179,6004.8481,58.7142,758.0069,8.2980,11.4300,14.0015,25.4741,3894.0000,4946.0000,4601.0000,128.5700,180.1639,13.4003,152.2400,12.8000,169.0229,182.8049,195.6060,92.5000,178.5600,187.5000,167.5000,11,0.4000,0.1900,0.0300,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17766.5000,120.3556,283.1331,1085.5944,5988.6343,62.8441,757.7960,9.3580,11.6620,14.2283,25.8515,5656.0000,7176.0000,5192.0000,128.5700,180.1122,13.3968,152.2400,12.8000,162.4812,178.5850,193.5427,91.0294,178.5600,187.5000,167.5000,11,0.3000,0.1800,0.0400,0.8000,0.6000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17767.0000,119.8077,0.0000,1087.8103,5988.1279,62.1667,757.6694,9.4140,11.7400,14.3604,25.4599,4886.0000,6478.0000,5642.0000,257.1400,180.0000,13.3996,152.4200,12.8000,162.4812,178.5850,193.5427,91.0294,179.5200,187.5000,164.5000,13,0.1900,0.1300,0.0300,0.4000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17767.5000,119.2392,0.0000,1087.8103,5988.1279,60.9746,757.2441,9.0840,12.6480,14.7643,25.1023,5028.0000,6518.0000,5324.0000,128.5700,180.1639,13.4068,152.4200,12.8000,162.4812,178.5850,193.5427,91.0294,181.7600,193.5000,171.0000,12,0.1600,0.1600,0.0300,0.4000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17768.0000,118.7665,0.0000,1087.5641,5992.1812,60.8769,757.3522,8.7740,12.2080,14.6497,25.5051,4848.0000,6746.0000,5452.0000,128.5700,180.0000,13.4140,152.4200,12.8000,162.4812,178.5850,193.5427,91.0294,181.7600,193.5000,171.0000,12,0.2700,0.1600,0.0300,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17768.5000,118.2459,203.5153,1087.8103,5975.9663,63.9856,756.3082,8.6740,11.7720,15.7054,26.1885,5154.0000,6628.0000,5715.0000,128.5700,180.1311,13.4017,152.6000,12.8000,162.4812,178.5850,193.5427,91.0294,181.7600,193.5000,171.0000,12,0.3500,0.1800,0.0400,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17769.0000,117.7662,0.0000,1086.5792,5980.5269,48.4143,755.5986,8.9380,11.5700,16.4151,27.2269,6254.0000,7588.0000,4979.0000,77.1420,180.0000,13.4078,152.6000,12.8000,165.4653,181.8649,197.0973,91.0294,181.7600,193.5000,171.0000,12,0.3500,0.1800,0.0300,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17769.5000,117.2518,0.0000,1087.5641,5993.1948,28.4468,756.0602,8.9520,11.7800,15.9533,25.8848,6710.0000,8698.0000,4334.0000,102.8560,180.0738,13.4021,152.6000,12.8000,165.4653,181.8649,197.0973,91.0294,178.5600,200.0000,158.5000,23,0.1700,0.1600,0.0300,0.8000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17770.0000,116.7696,100.9234,1086.3330,5969.8867,26.2842,755.6935,5.8860,11.6860,16.3126,28.9699,5498.0000,8698.0000,4530.0000,51.4280,180.0173,13.4006,152.7800,12.8000,165.4653,181.8649,197.0973,91.0294,178.5600,200.0000,158.5000,23,0.1900,0.1700,0.0400,0.8000,0.6000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17770.5000,116.3689,161.2930,1087.8103,5985.0869,26.2842,756.0685,3.4600,7.1040,15.9681,26.6334,3646.0000,5428.0000,4867.0000,308.5680,180.1294,13.3969,152.7800,12.8000,165.4653,181.8649,197.0973,91.0294,180.4800,197.0000,165.5000,17,0.2100,0.1800,0.0400,0.4000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17771.0000,115.8138,181.9165,1088.0565,5977.4868,31.7241,758.9913,3.9580,7.0280,13.0487,24.0155,4212.0000,5504.0000,4822.0000,77.1420,180.0984,13.4107,152.7800,12.8000,164.1326,179.5250,193.8219,91.4706,180.4800,197.0000,165.5000,17,0.3900,0.1400,0.0400,0.8000,0.6000,0.2000,1.0000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17771.5000,115.3339,0.0000,1087.5641,5980.0205,25.5783,761.5836,2.8940,5.3820,10.4188,24.0865,3498.0000,4604.0000,4853.0000,179.9980,180.0000,13.4092,152.7800,12.8000,164.1326,179.5250,193.8219,91.4706,180.4800,197.0000,165.5000,17,0.5200,0.2600,0.0400,1.2000,1.4000,0.2000,1.0000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17772.0000,114.8376,0.0000,1086.5792,5978.5000,27.7653,761.7687,2.9860,5.2500,10.2478,23.0535,3694.0000,4644.0000,4522.0000,128.5700,180.0000,13.4001,152.9600,12.8000,164.1326,179.5250,193.8219,91.4706,181.7600,202.5000,154.5000,26,0.3300,0.1400,0.0300,0.8000,0.6000,0.2000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17772.5000,114.2356,0.0000,1088.3027,5980.5269,24.9455,762.9951,2.6460,5.2000,9.0391,24.2278,3476.0000,4722.0000,4496.0000,154.2840,180.0984,13.4030,152.9600,12.8000,164.1326,179.5250,193.8219,91.4706,180.1600,202.5000,151.5000,28,0.2800,0.2600,0.0400,0.8000,1.4000,0.2000,0.8000,0.2000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17773.0000,113.7854,0.0000,1087.8103,5980.5269,29.7813,763.1583,2.9140,5.0360,8.8602,24.3970,3554.0000,5000.0000,5267.0000,205.7120,180.1639,13.4070,152.9600,12.8000,169.5963,181.3949,192.3538,93.5294,180.1600,202.5000,151.5000,28,0.1800,0.1800,0.0300,0.4000,1.0000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,3.0000,1.0000
    17773.5000,113.3048,152.5050,1088.3027,5964.8198,28.2717,764.6371,2.6860,4.8240,7.3786,24.8113,3406.0000,4708.0000,4963.0000,154.2840,180.0000,13.4066,152.9600,12.8000,169.5963,181.3949,192.3538,93.5294,180.4800,197.0000,159.5000,21,0.2600,0.2300,0.0400,1.2000,1.0000,0.2000,0.8000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,3.0000,1.0000
    17774.0000,112.7348,127.7766,1088.0565,5960.2598,20.7425,764.5009,3.1500,5.7880,7.5391,24.1342,3472.0000,4642.0000,7381.0000,154.2840,180.0000,13.4019,152.9600,12.8000,169.5963,181.3949,192.3538,93.5294,180.4800,197.0000,159.5000,21,0.3200,0.2100,0.0400,0.8000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17774.5000,112.2811,129.0447,1088.3027,5966.8462,28.4713,764.7529,3.0480,5.5180,7.2597,24.6365,3374.0000,4570.0000,5680.0000,102.8560,180.1639,13.3993,152.9600,12.8000,169.5963,181.3949,192.3538,93.5294,180.4800,189.5000,167.5000,12,0.6600,0.3900,0.0400,2.0000,1.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17775.0000,111.7801,164.7552,1088.0565,5962.2866,25.6027,764.3702,3.1480,6.5440,7.6530,23.0805,3446.0000,4466.0000,4322.0000,231.4260,180.1639,13.4044,153.1400,12.8000,169.5963,181.3949,192.3538,93.5294,180.1600,208.0000,153.5000,30,0.2700,0.1800,0.0300,0.8000,0.6000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17775.5000,111.2551,189.9127,1085.5944,5943.0317,26.3331,764.2925,2.6480,5.6340,7.7221,23.8927,3446.0000,4950.0000,8073.0000,154.2840,180.1639,13.4127,153.1400,12.8000,166.7016,182.3349,196.8556,91.4706,180.1600,208.0000,153.5000,30,0.2000,0.2200,0.0300,1.2000,1.0000,0.2000,0.8000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17776.0000,110.7470,112.4988,1088.3027,5954.1787,24.2640,764.5700,3.1600,5.6500,7.4518,24.5670,3408.0000,4584.0000,4758.0000,102.8560,180.0902,13.3993,153.1400,12.8000,166.7016,182.3349,196.8556,91.4706,180.1600,208.0000,153.5000,30,0.2100,0.2300,0.0300,1.2000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17776.5000,110.2445,98.6532,1087.0717,5948.0986,22.7830,763.7061,3.7700,6.6360,8.2946,23.0557,3568.0000,4546.0000,5120.0000,128.5700,180.1639,13.4108,153.3200,12.8000,166.7016,182.3349,196.8556,91.4706,181.7600,192.0000,163.5000,16,0.2300,0.2500,0.0400,0.8000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17777.0000,109.7606,155.6127,1088.3027,5961.2729,29.7080,763.7853,3.9120,6.8280,8.2207,24.3934,4364.0000,6722.0000,4617.0000,77.1420,180.0492,13.4158,153.3200,12.8000,166.7016,182.3349,196.8556,91.4706,181.7600,192.0000,163.5000,16,0.2800,0.3700,0.0900,0.8000,1.4000,0.6000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000
    17777.5000,109.3956,159.9889,1088.3027,5969.3799,25.5783,763.7474,3.8200,6.4040,8.2919,24.8873,3806.0000,5022.0000,4786.0000,128.5700,180.0000,13.4015,153.3200,12.8000,166.7016,182.3349,196.8556,91.4706,181.7600,192.0000,163.5000,16,0.3500,0.1900,0.0300,0.8000,1.0000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000
    17778.0000,108.7566,185.7658,1089.5339,5960.7666,25.5538,763.5610,4.3440,7.1720,8.4398,23.9095,4058.0000,5740.0000,5068.0000,205.7120,180.1066,13.4032,153.3200,12.8000,171.9176,181.8649,191.1042,94.5588,178.8800,188.5000,164.5000,13,0.4800,1.0600,0.1500,1.6000,2.6000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.8000,0.2000,3.0000,3.0000,1.0000
    17778.5000,108.2349,0.0000,1088.0565,5968.3667,29.1242,763.1177,3.5100,6.6280,8.8701,26.2493,3702.0000,5040.0000,5109.0000,128.5700,180.1393,13.3985,153.3200,12.8000,171.9176,181.8649,191.1042,94.5588,178.8800,188.5000,164.5000,13,0.4400,0.2100,0.0400,1.2000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17779.0000,107.7969,0.0000,1087.3179,5978.5000,26.3045,762.2465,4.0220,7.2540,9.7667,23.6186,3952.0000,5434.0000,4592.0000,128.5700,180.1311,13.4014,153.5000,12.8000,171.9176,181.8649,191.1042,94.5588,178.8800,198.5000,157.5000,23,0.3100,0.2000,0.0400,1.2000,1.4000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
